0.0	0.5207	0.5207	0.5207	0.5207	0.0	0.0	0.0	0.5207	0.5207
1.0	0.1739	0.1739	0.1739	0.1739	0.0	0.0	0.0	0.1739	0.1739
2.0	0.1077	0.1077	0.1077	0.1077	0.0	0.0	0.0	0.1077	0.1077
3.0	0.0747	0.0747	0.0747	0.0747	0.0	0.0	0.0	0.0747	0.0747
4.0	0.0458	0.0458	0.0458	0.0458	0.0	0.0	0.0	0.0458	0.0458
5.0	0.025	0.025	0.025	0.025	0.0	0.0	0.0	0.025	0.025
6.0	0.0149	0.0149	0.0149	0.0149	0.0	0.0	0.0	0.0149	0.0149
7.0	0.0109	0.0109	0.0109	0.0109	0.0	0.0	0.0	0.0109	0.0109
8.0	0.0088	0.0088	0.0088	0.0088	0.0	0.0	0.0	0.0088	0.0088
9.0	0.0053	0.0053	0.0053	0.0053	0.0	0.0	0.0	0.0053	0.0053
10.0	0.0029	0.0029	0.0029	0.0029	0.0	0.0	0.0	0.0029	0.0029
11.0	0.0025	0.0025	0.0025	0.0025	0.0	0.0	0.0	0.0025	0.0025
12.0	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0015
13.0	9.0E-4	9.0E-4	9.0E-4	9.0E-4	0.0	0.0	0.0	9.0E-4	9.0E-4
14.0	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.001	0.001
15.0	4.0E-4	4.0E-4	4.0E-4	4.0E-4	0.0	0.0	0.0	4.0E-4	4.0E-4
16.0	6.0E-4	6.0E-4	6.0E-4	6.0E-4	0.0	0.0	0.0	6.0E-4	6.0E-4
17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18.0	1.0E-4	1.0E-4	1.0E-4	1.0E-4	0.0	0.0	0.0	1.0E-4	1.0E-4
19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1.0E-4	1.0E-4	1.0E-4	1.0E-4	0.0	0.0	0.0	1.0E-4	1.0E-4
