0	0.6009
1	0.1334
2	0.0805
3	0.0519
4	0.0362
5	0.0244
6	0.019
7	0.0124
8	0.0082
9	0.0055
10	0.0035
11	0.0031
12	0.0024
13	0.0019
14	7.0E-4
15	9.0E-4
16	6.0E-4
17	8.0E-4
18	1.0E-4
19	3.0E-4
20	1.0E-4
21	0.0
22	2.0E-4
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
31	0.0
32	0.0
33	0.0
34	0.0
35	0.0
36	0.0
37	0.0
38	0.0
39	0.0
40	0.0
41	0.0
42	0.0
43	0.0
44	0.0
45	0.0
46	0.0
47	1.0E-4
