0	0.6383
1	0.1064
2	0.0584
3	0.0375
4	0.0285
5	0.0192
6	0.0151
7	0.0101
8	0.0072
9	0.0045
10	0.0035
11	0.0039
12	0.0014
13	0.0027
14	8.0E-4
15	4.0E-4
16	6.0E-4
17	4.0E-4
18	8.0E-4
19	4.0E-4
20	3.0E-4
21	3.0E-4
22	2.0E-4
23	0.0
24	2.0E-4
25	0.0
26	0.0
27	1.0E-4
28	0.0
29	1.0E-4
30	0.0
31	1.0E-4
32	0.0
33	0.0
34	0.0
35	0.0
36	1.0E-4
37	1.0E-4
