0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.0	0.125	0.125	0.125	0.125	0.0	0.0	0.0	0.125	0.125
3.0	0.25	0.25	0.25	0.25	0.0	0.0	0.0	0.25	0.25
4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.0	0.125	0.125	0.125	0.125	0.0	0.0	0.0	0.125	0.125
6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.0	0.25	0.25	0.25	0.25	0.0	0.0	0.0	0.25	0.25
8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9.0	0.125	0.125	0.125	0.125	0.0	0.0	0.0	0.125	0.125
10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.0	0.125	0.125	0.125	0.125	0.0	0.0	0.0	0.125	0.125
